Order Number,Order Date,Item Name,Quantity,Product Price,Total products,Order_Date_Only,Order ID,Price
2584,2016-05-28 18:44:00,Mango Chutney,1.0,0.5,14,2016-05-28,,
2584,2016-05-28 18:44:00,Onion Chutney,1.0,0.5,14,2016-05-28,,
2584,2016-05-28 18:44:00,Mint Sauce,1.0,0.5,14,2016-05-28,,
2584,2016-05-28 18:44:00,Red Sauce,1.0,0.5,14,2016-05-28,,
2584,2016-05-28 18:44:00,Lime Pickle,1.0,0.5,14,2016-05-28,,
2579,2016-05-28 17:03:00,Mango Chutney,1.0,0.5,8,2016-05-28,,
2576,2016-05-27 20:26:00,Mango Chutney,1.0,0.5,9,2016-05-27,,
2576,2016-05-27 20:26:00,Red Sauce,1.0,0.5,9,2016-05-27,,
2575,2016-05-27 20:20:00,Mango Chutney,1.0,0.5,6,2016-05-27,,
2572,2016-05-27 19:41:00,Lime Pickle,1.0,0.5,8,2016-05-27,,
2568,2016-05-27 18:42:00,Mango Chutney,1.0,0.5,13,2016-05-27,,
2568,2016-05-27 18:42:00,Mint Sauce,1.0,0.5,13,2016-05-27,,
2568,2016-05-27 18:42:00,Red Sauce,1.0,0.5,13,2016-05-27,,
2566,2016-05-27 18:19:00,Mango Chutney,1.0,0.5,12,2016-05-27,,
2566,2016-05-27 18:19:00,Red Sauce,1.0,0.5,12,2016-05-27,,
2566,2016-05-27 18:19:00,Lime Pickle,1.0,0.5,12,2016-05-27,,
2559,2016-05-26 18:46:00,Onion Chutney,1.0,0.5,6,2016-05-26,,
2559,2016-05-26 18:46:00,Mint Sauce,1.0,0.5,6,2016-05-26,,
2551,2016-05-24 18:59:00,Mango Chutney,1.0,0.5,14,2016-05-24,,
2551,2016-05-24 18:59:00,Onion Chutney,1.0,0.5,14,2016-05-24,,
2551,2016-05-24 18:59:00,Mint Sauce,1.0,0.5,14,2016-05-24,,
2551,2016-05-24 18:59:00,Red Sauce,1.0,0.5,14,2016-05-24,,
2549,2016-05-24 18:03:00,Mango Chutney,1.0,0.5,8,2016-05-24,,
2546,2016-05-23 18:51:00,Mango Chutney,1.0,0.5,10,2016-05-23,,
2546,2016-05-23 18:51:00,Mint Sauce,2.0,0.5,10,2016-05-23,,
2542,2016-05-22 18:33:00,Mint Sauce,1.0,0.5,6,2016-05-22,,
2542,2016-05-22 18:33:00,Red Sauce,1.0,0.5,6,2016-05-22,,
2533,2016-05-21 17:34:00,Mango Chutney,1.0,0.5,6,2016-05-21,,
2532,2016-05-20 22:14:00,Onion Chutney,2.0,0.5,5,2016-05-20,,
2527,2016-05-20 17:56:00,Mango Chutney,1.0,0.5,9,2016-05-20,,
2527,2016-05-20 17:56:00,Mint Sauce,1.0,0.5,9,2016-05-20,,
2519,2016-05-18 18:59:00,Mango Chutney,1.0,0.5,4,2016-05-18,,
2518,2016-05-18 18:53:00,Mango Chutney,1.0,0.5,7,2016-05-18,,
2516,2016-05-17 20:32:00,Red Sauce,1.0,0.5,5,2016-05-17,,
2510,2016-05-15 21:03:00,Mint Sauce,1.0,0.5,6,2016-05-15,,
2510,2016-05-15 21:03:00,Red Sauce,1.0,0.5,6,2016-05-15,,
2508,2016-05-15 19:00:00,Mango Chutney,1.0,0.5,14,2016-05-15,,
2508,2016-05-15 19:00:00,Onion Chutney,1.0,0.5,14,2016-05-15,,
2508,2016-05-15 19:00:00,Mint Sauce,1.0,0.5,14,2016-05-15,,
2508,2016-05-15 19:00:00,Red Sauce,1.0,0.5,14,2016-05-15,,
2507,2016-05-15 18:18:00,Mango Chutney,1.0,0.5,12,2016-05-15,,
2507,2016-05-15 18:18:00,Onion Chutney,1.0,0.5,12,2016-05-15,,
2507,2016-05-15 18:18:00,Mint Sauce,1.0,0.5,12,2016-05-15,,
2505,2016-05-14 21:13:00,Mango Chutney,1.0,0.5,9,2016-05-14,,
2504,2016-05-14 20:48:00,Mango Chutney,2.0,0.5,7,2016-05-14,,
2501,2016-05-14 19:02:00,Mint Sauce,1.0,0.5,6,2016-05-14,,
2501,2016-05-14 19:02:00,Mango Chutney,1.0,0.5,6,2016-05-14,,
2497,2016-05-14 16:30:00,Mint Sauce,1.0,0.5,7,2016-05-14,,
2496,2016-05-14 13:45:00,Mint Sauce,1.0,0.5,9,2016-05-14,,
2493,2016-05-13 19:54:00,Mango Chutney,1.0,0.5,9,2016-05-13,,
2493,2016-05-13 19:54:00,Red Sauce,1.0,0.5,9,2016-05-13,,
2492,2016-05-13 19:37:00,Mint Sauce,1.0,0.5,6,2016-05-13,,
2490,2016-05-13 19:20:00,Mango Chutney,1.0,0.5,10,2016-05-13,,
2487,2016-05-13 19:12:00,Mango Chutney,2.0,0.5,10,2016-05-13,,
2487,2016-05-13 19:12:00,Onion Chutney,2.0,0.5,10,2016-05-13,,
2483,2016-05-13 18:46:00,Mango Chutney,1.0,0.5,9,2016-05-13,,
2483,2016-05-13 18:46:00,Mint Sauce,1.0,0.5,9,2016-05-13,,
2483,2016-05-13 18:46:00,Lime Pickle,1.0,0.5,9,2016-05-13,,
2470,2016-05-10 19:08:00,Red Sauce,1.0,0.5,6,2016-05-10,,
2468,2016-05-10 17:11:00,Mango Chutney,1.0,0.5,10,2016-05-10,,
2467,2016-05-10 13:18:00,Mango Chutney,1.0,0.5,9,2016-05-10,,
2466,2016-05-09 20:08:00,Red Sauce,1.0,0.5,7,2016-05-09,,
2466,2016-05-09 20:08:00,Mint Sauce,1.0,0.5,7,2016-05-09,,
2464,2016-05-09 17:46:00,Onion Chutney,2.0,0.5,7,2016-05-09,,
2464,2016-05-09 17:46:00,Mint Sauce,1.0,0.5,7,2016-05-09,,
2462,2016-05-08 22:11:00,Lime Pickle,1.0,0.5,5,2016-05-08,,
2461,2016-05-08 21:38:00,Mango Chutney,1.0,0.5,11,2016-05-08,,
2461,2016-05-08 21:38:00,Onion Chutney,1.0,0.5,11,2016-05-08,,
2461,2016-05-08 21:38:00,Mint Sauce,1.0,0.5,11,2016-05-08,,
2461,2016-05-08 21:38:00,Red Sauce,1.0,0.5,11,2016-05-08,,
2450,2016-05-06 22:32:00,Onion Chutney,1.0,0.5,6,2016-05-06,,
2450,2016-05-06 22:32:00,Mint Sauce,1.0,0.5,6,2016-05-06,,
2450,2016-05-06 22:32:00,Red Sauce,1.0,0.5,6,2016-05-06,,
2446,2016-05-06 19:47:00,Mango Chutney,1.0,0.5,6,2016-05-06,,
2444,2016-05-06 19:12:00,Mint Sauce,1.0,0.5,7,2016-05-06,,
2443,2016-05-06 18:53:00,Red Sauce,1.0,0.5,5,2016-05-06,,
2433,2016-05-03 19:52:00,Mango Chutney,1.0,0.5,7,2016-05-03,,
2433,2016-05-03 19:52:00,Mint Sauce,1.0,0.5,7,2016-05-03,,
2428,2016-05-02 18:20:00,Mango Chutney,3.0,0.5,9,2016-05-02,,
2428,2016-05-02 18:20:00,Onion Chutney,4.0,0.5,9,2016-05-02,,
2428,2016-05-02 18:20:00,Mint Sauce,3.0,0.5,9,2016-05-02,,
2426,2016-05-02 17:50:00,Mint Sauce,1.0,0.5,6,2016-05-02,,
2424,2016-05-02 17:45:00,Onion Chutney,1.0,0.5,8,2016-05-02,,
2424,2016-05-02 17:45:00,Mango Chutney,1.0,0.5,8,2016-05-02,,
2423,2016-05-02 13:47:00,Mango Chutney,2.0,0.5,12,2016-05-02,,
2423,2016-05-02 13:47:00,Onion Chutney,2.0,0.5,12,2016-05-02,,
2423,2016-05-02 13:47:00,Mint Sauce,2.0,0.5,12,2016-05-02,,
2423,2016-05-02 13:47:00,Red Sauce,2.0,0.5,12,2016-05-02,,
2420,2016-05-01 21:25:00,Mango Chutney,1.0,0.5,8,2016-05-01,,
2420,2016-05-01 21:25:00,Onion Chutney,1.0,0.5,8,2016-05-01,,
2410,2016-04-30 16:56:00,Mango Chutney,1.0,0.5,5,2016-04-30,,
2409,2016-04-29 22:38:00,Mint Sauce,1.0,0.5,6,2016-04-29,,
2409,2016-04-29 22:38:00,Red Sauce,1.0,0.5,6,2016-04-29,,
2408,2016-04-29 20:50:00,Mango Chutney,1.0,0.5,9,2016-04-29,,
2408,2016-04-29 20:50:00,Red Sauce,1.0,0.5,9,2016-04-29,,
2403,2016-04-29 17:37:00,Onion Chutney,1.0,0.5,7,2016-04-29,,
2403,2016-04-29 17:37:00,Mint Sauce,1.0,0.5,7,2016-04-29,,
2401,2016-04-28 20:12:00,Mango Chutney,1.0,0.5,7,2016-04-28,,
2401,2016-04-28 20:12:00,Mint Sauce,1.0,0.5,7,2016-04-28,,
2400,2016-04-28 20:10:00,Lime Pickle,1.0,0.5,12,2016-04-28,,
2381,2016-04-24 19:21:00,Mango Chutney,1.0,0.5,11,2016-04-24,,
2379,2016-04-24 18:35:00,Mint Sauce,3.0,0.5,14,2016-04-24,,
2379,2016-04-24 18:35:00,Lime Pickle,1.0,0.5,14,2016-04-24,,
2376,2016-04-24 17:14:00,Mango Chutney,3.0,0.5,4,2016-04-24,,
2373,2016-04-23 22:10:00,Mango Chutney,1.0,0.5,8,2016-04-23,,
2370,2016-04-23 19:48:00,Onion Chutney,2.0,0.5,6,2016-04-23,,
2369,2016-04-23 19:16:00,Lime Pickle,1.0,0.5,9,2016-04-23,,
2353,2016-04-22 18:49:00,Mango Chutney,4.0,0.5,17,2016-04-22,,
2353,2016-04-22 18:49:00,Onion Chutney,2.0,0.5,17,2016-04-22,,
2353,2016-04-22 18:49:00,Mint Sauce,2.0,0.5,17,2016-04-22,,
2353,2016-04-22 18:49:00,Lime Pickle,1.0,0.5,17,2016-04-22,,
2353,2016-04-22 18:49:00,Red Sauce,1.0,0.5,17,2016-04-22,,
2352,2016-04-22 18:30:00,Red Sauce,1.0,0.5,8,2016-04-22,,
2352,2016-04-22 18:30:00,Mint Sauce,1.0,0.5,8,2016-04-22,,
2350,2016-04-22 18:00:00,Mango Chutney,1.0,0.5,13,2016-04-22,,
2350,2016-04-22 18:00:00,Onion Chutney,1.0,0.5,13,2016-04-22,,
2350,2016-04-22 18:00:00,Mint Sauce,1.0,0.5,13,2016-04-22,,
2350,2016-04-22 18:00:00,Lime Pickle,1.0,0.5,13,2016-04-22,,
2350,2016-04-22 18:00:00,Red Sauce,1.0,0.5,13,2016-04-22,,
2347,2016-04-21 22:55:00,Red Sauce,1.0,0.5,6,2016-04-21,,
2347,2016-04-21 22:55:00,Mint Sauce,1.0,0.5,6,2016-04-21,,
2341,2016-04-20 21:36:00,Mango Chutney,1.0,0.5,9,2016-04-20,,
2333,2016-04-18 21:34:00,Red Sauce,1.0,0.5,5,2016-04-18,,
2333,2016-04-18 21:34:00,Mint Sauce,1.0,0.5,5,2016-04-18,,
2332,2016-04-18 19:06:00,Mint Sauce,1.0,0.5,6,2016-04-18,,
2332,2016-04-18 19:06:00,Red Sauce,1.0,0.5,6,2016-04-18,,
2318,2016-04-16 20:23:00,Mango Chutney,2.0,0.5,9,2016-04-16,,
2318,2016-04-16 20:23:00,Onion Chutney,1.0,0.5,9,2016-04-16,,
2318,2016-04-16 20:23:00,Mint Sauce,1.0,0.5,9,2016-04-16,,
2317,2016-04-16 19:57:00,Onion Chutney,2.0,0.5,10,2016-04-16,,
2317,2016-04-16 19:57:00,Mint Sauce,2.0,0.5,10,2016-04-16,,
2298,2016-04-14 21:18:00,Mango Chutney,1.0,0.5,7,2016-04-14,,
2296,2016-04-14 17:39:00,Lime Pickle,1.0,0.5,5,2016-04-14,,
2284,2016-04-13 15:44:00,Mango Chutney,1.0,0.5,8,2016-04-13,,
2279,2016-04-12 18:34:00,Mint Sauce,1.0,0.5,8,2016-04-12,,
2277,2016-04-12 17:33:00,Mango Chutney,1.0,0.5,7,2016-04-12,,
2277,2016-04-12 17:33:00,Mint Sauce,2.0,0.5,7,2016-04-12,,
2277,2016-04-12 17:33:00,Lime Pickle,1.0,0.5,7,2016-04-12,,
2275,2016-04-10 18:33:00,Red Sauce,1.0,0.5,6,2016-04-10,,
2274,2016-04-10 18:26:00,Mint Sauce,1.0,0.5,6,2016-04-10,,
2274,2016-04-10 18:26:00,Onion Chutney,1.0,0.5,6,2016-04-10,,
2263,2016-04-09 19:37:00,Mint Sauce,2.0,0.5,14,2016-04-09,,
2263,2016-04-09 19:37:00,Onion Chutney,2.0,0.5,14,2016-04-09,,
2258,2016-04-09 18:41:00,Onion Chutney,1.0,0.5,5,2016-04-09,,
2246,2016-04-07 18:38:00,Mint Sauce,1.0,0.5,7,2016-04-07,,
2244,2016-04-06 19:04:00,Mint Sauce,1.0,0.5,9,2016-04-06,,
2236,2016-04-02 20:40:00,Onion Chutney,2.0,0.5,6,2016-04-02,,
2235,2016-04-02 20:30:00,Onion Chutney,1.0,0.5,12,2016-04-02,,
2235,2016-04-02 20:30:00,Mint Sauce,1.0,0.5,12,2016-04-02,,
2235,2016-04-02 20:30:00,Lime Pickle,1.0,0.5,12,2016-04-02,,
2235,2016-04-02 20:30:00,Red Sauce,1.0,0.5,12,2016-04-02,,
2226,2016-04-01 21:59:00,Onion Chutney,1.0,0.5,11,2016-04-01,,
2226,2016-04-01 21:59:00,Lime Pickle,1.0,0.5,11,2016-04-01,,
2226,2016-04-01 21:59:00,Mint Sauce,1.0,0.5,11,2016-04-01,,
2226,2016-04-01 21:59:00,Red Sauce,1.0,0.5,11,2016-04-01,,
2224,2016-04-01 20:22:00,Mint Sauce,1.0,0.5,13,2016-04-01,,
2224,2016-04-01 20:22:00,Lime Pickle,1.0,0.5,13,2016-04-01,,
2221,2016-04-01 19:33:00,Lime Pickle,1.0,0.5,7,2016-04-01,,
2221,2016-04-01 19:33:00,Onion Chutney,1.0,0.5,7,2016-04-01,,
2218,2016-04-01 11:54:00,Onion Chutney,1.0,0.5,13,2016-04-01,,
2218,2016-04-01 11:54:00,Lime Pickle,1.0,0.5,13,2016-04-01,,
2218,2016-04-01 11:54:00,Mint Sauce,1.0,0.5,13,2016-04-01,,
2218,2016-04-01 11:54:00,Red Sauce,1.0,0.5,13,2016-04-01,,
2202,2016-03-28 19:58:00,Onion Chutney,1.0,0.5,7,2016-03-28,,
2201,2016-03-28 19:28:00,Onion Chutney,1.0,0.5,4,2016-03-28,,
2197,2016-03-28 18:29:00,Onion Chutney,1.0,0.5,7,2016-03-28,,
2197,2016-03-28 18:29:00,Mint Sauce,1.0,0.5,7,2016-03-28,,
2188,2016-03-27 12:11:00,Mint Sauce,1.0,0.5,3,2016-03-27,,
2183,2016-03-26 18:14:00,Onion Chutney,1.0,0.5,9,2016-03-26,,
2164,2016-03-23 17:16:00,Onion Chutney,1.0,0.5,10,2016-03-23,,
2164,2016-03-23 17:16:00,Mint Sauce,1.0,0.5,10,2016-03-23,,
2164,2016-03-23 17:16:00,Red Sauce,1.0,0.5,10,2016-03-23,,
2151,2016-03-23 13:58:00,Red Sauce,1.0,0.5,6,2016-03-23,,
2130,2016-03-20 19:16:00,Mint Sauce,2.0,0.5,5,2016-03-20,,
2130,2016-03-20 19:16:00,Onion Chutney,2.0,0.5,5,2016-03-20,,
2127,2016-03-20 17:40:00,Red Sauce,1.0,0.5,12,2016-03-20,,
2127,2016-03-20 17:40:00,Mint Sauce,1.0,0.5,12,2016-03-20,,
2117,2016-03-19 19:15:00,Onion Chutney,1.0,0.5,11,2016-03-19,,
2117,2016-03-19 19:15:00,Lime Pickle,1.0,0.5,11,2016-03-19,,
2117,2016-03-19 19:15:00,Red Sauce,1.0,0.5,11,2016-03-19,,
2116,2016-03-19 18:58:00,Mint Sauce,3.0,0.5,5,2016-03-19,,
2114,2016-03-19 17:16:00,Onion Chutney,2.0,0.5,8,2016-03-19,,
2103,2016-03-18 19:05:00,Onion Chutney,1.0,0.5,9,2016-03-18,,
2100,2016-03-18 18:54:00,Mint Sauce,1.0,0.5,9,2016-03-18,,
2100,2016-03-18 18:54:00,Onion Chutney,1.0,0.5,9,2016-03-18,,
2096,2016-03-18 18:08:00,Red Sauce,1.0,0.5,5,2016-03-18,,
2096,2016-03-18 18:08:00,Mint Sauce,1.0,0.5,5,2016-03-18,,
2073,2016-03-17 19:43:00,Onion Chutney,1.0,0.5,6,2016-03-17,,
2073,2016-03-17 19:43:00,Mint Sauce,1.0,0.5,6,2016-03-17,,
1810,2016-03-10 20:18:00,Onion Chutney,1.0,0.5,1,2016-03-10,,
1388,2015-10-01 20:12:00,Onion Chutney,1.0,0.5,6,2015-10-01,,
1388,2015-10-01 20:12:00,Mint Sauce,1.0,0.5,6,2015-10-01,,
1388,2015-10-01 20:12:00,Lime Pickle,1.0,0.5,6,2015-10-01,,
16053,2019-07-30 18:43:00,Plain Papadum,1.0,0.8,5,2019-07-30,,
16051,2019-07-30 18:38:00,Spicy Papadum,1.0,0.8,4,2019-07-30,,
16050,2019-07-30 18:33:00,Plain Papadum,2.0,0.8,12,2019-07-30,,
16048,2019-07-30 18:01:00,Plain Papadum,2.0,0.8,6,2019-07-30,,
16043,2019-07-30 17:00:00,Plain Papadum,2.0,0.8,8,2019-07-30,,
16043,2019-07-30 17:00:00,Spicy Papadum,1.0,0.8,8,2019-07-30,,
16039,2019-07-29 21:33:00,Plain Papadum,2.0,0.8,8,2019-07-29,,
16038,2019-07-29 20:03:00,Plain Papadum,2.0,0.8,8,2019-07-29,,
16034,2019-07-29 17:38:00,Plain Papadum,1.0,0.8,5,2019-07-29,,
16030,2019-07-28 20:00:00,Plain Papadum,4.0,0.8,9,2019-07-28,,
16027,2019-07-28 19:29:00,Spicy Papadum,2.0,0.8,5,2019-07-28,,
16026,2019-07-28 19:29:00,Plain Papadum,2.0,0.8,7,2019-07-28,,
16022,2019-07-28 18:20:00,Plain Papadum,5.0,0.8,7,2019-07-28,,
16020,2019-07-28 17:58:00,Plain Papadum,5.0,0.8,6,2019-07-28,,
16019,2019-07-28 17:41:00,Plain Papadum,1.0,0.8,6,2019-07-28,,
16017,2019-07-28 17:10:00,Plain Papadum,1.0,0.8,7,2019-07-28,,
16010,2019-07-27 20:26:00,Plain Papadum,4.0,0.8,5,2019-07-27,,
16009,2019-07-27 19:49:00,Plain Papadum,2.0,0.8,11,2019-07-27,,
16007,2019-07-27 19:35:00,Spicy Papadum,1.0,0.8,9,2019-07-27,,
16007,2019-07-27 19:35:00,Plain Papadum,1.0,0.8,9,2019-07-27,,
16006,2019-07-27 19:35:00,Plain Papadum,2.0,0.8,5,2019-07-27,,
16005,2019-07-27 19:23:00,Plain Papadum,8.0,0.8,17,2019-07-27,,
16002,2019-07-27 18:56:00,Plain Papadum,3.0,0.8,10,2019-07-27,,
16001,2019-07-27 18:51:00,Plain Papadum,2.0,0.8,5,2019-07-27,,
15999,2019-07-27 18:22:00,Plain Papadum,4.0,0.8,7,2019-07-27,,
15996,2019-07-27 18:11:00,Plain Papadum,3.0,0.8,8,2019-07-27,,
15995,2019-07-27 18:01:00,Plain Papadum,3.0,0.8,10,2019-07-27,,
15993,2019-07-27 17:31:00,Plain Papadum,1.0,0.8,8,2019-07-27,,
15990,2019-07-27 16:55:00,Plain Papadum,4.0,0.8,13,2019-07-27,,
15987,2019-07-26 22:25:00,Plain Papadum,2.0,0.8,10,2019-07-26,,
15987,2019-07-26 22:25:00,Spicy Papadum,2.0,0.8,10,2019-07-26,,
15980,2019-07-26 19:51:00,Plain Papadum,2.0,0.8,6,2019-07-26,,
15979,2019-07-26 19:42:00,Plain Papadum,2.0,0.8,6,2019-07-26,,
15973,2019-07-26 19:12:00,Plain Papadum,3.0,0.8,9,2019-07-26,,
15970,2019-07-26 18:59:00,Plain Papadum,2.0,0.8,7,2019-07-26,,
15966,2019-07-26 18:14:00,Plain Papadum,2.0,0.8,7,2019-07-26,,
15966,2019-07-26 18:14:00,Spicy Papadum,1.0,0.8,7,2019-07-26,,
15964,2019-07-26 17:46:00,Plain Papadum,4.0,0.8,11,2019-07-26,,
15961,2019-07-26 16:41:00,Plain Papadum,2.0,0.8,5,2019-07-26,,
15955,2019-07-25 19:51:00,Spicy Papadum,1.0,0.8,6,2019-07-25,,
15954,2019-07-25 19:50:00,Plain Papadum,4.0,0.8,5,2019-07-25,,
15949,2019-07-25 18:13:00,Plain Papadum,2.0,0.8,5,2019-07-25,,
15947,2019-07-25 17:23:00,Plain Papadum,2.0,0.8,5,2019-07-25,,
15944,2019-07-24 22:17:00,Plain Papadum,1.0,0.8,3,2019-07-24,,
15940,2019-07-24 20:02:00,Plain Papadum,2.0,0.8,5,2019-07-24,,
15938,2019-07-24 19:47:00,Plain Papadum,2.0,0.8,5,2019-07-24,,
15931,2019-07-23 19:26:00,Spicy Papadum,1.0,0.8,6,2019-07-23,,
15925,2019-07-22 20:14:00,Spicy Papadum,2.0,0.8,6,2019-07-22,,
15923,2019-07-22 16:28:00,Plain Papadum,1.0,0.8,3,2019-07-22,,
15911,2019-07-21 18:01:00,Plain Papadum,2.0,0.8,5,2019-07-21,,
15906,2019-07-21 17:26:00,Plain Papadum,4.0,0.8,6,2019-07-21,,
15899,2019-07-20 20:52:00,Plain Papadum,4.0,0.8,6,2019-07-20,,
15897,2019-07-20 20:35:00,Plain Papadum,4.0,0.8,5,2019-07-20,,
15896,2019-07-20 20:15:00,Plain Papadum,2.0,0.8,9,2019-07-20,,
15895,2019-07-20 19:47:00,Plain Papadum,5.0,0.8,9,2019-07-20,,
15894,2019-07-20 19:41:00,Plain Papadum,2.0,0.8,4,2019-07-20,,
15890,2019-07-20 18:58:00,Plain Papadum,1.0,0.8,5,2019-07-20,,
15888,2019-07-20 18:45:00,Plain Papadum,8.0,0.8,9,2019-07-20,,
15887,2019-07-20 18:41:00,Plain Papadum,2.0,0.8,11,2019-07-20,,
15887,2019-07-20 18:41:00,Spicy Papadum,1.0,0.8,11,2019-07-20,,
15885,2019-07-20 18:12:00,Plain Papadum,2.0,0.8,5,2019-07-20,,
15885,2019-07-20 18:12:00,Spicy Papadum,2.0,0.8,5,2019-07-20,,
15884,2019-07-20 18:08:00,Spicy Papadum,2.0,0.8,5,2019-07-20,,
15884,2019-07-20 18:08:00,Plain Papadum,2.0,0.8,5,2019-07-20,,
15880,2019-07-20 17:22:00,Plain Papadum,5.0,0.8,9,2019-07-20,,
15879,2019-07-20 16:55:00,Plain Papadum,10.0,0.8,7,2019-07-20,,
15872,2019-07-19 19:44:00,Plain Papadum,6.0,0.8,12,2019-07-19,,
15870,2019-07-19 19:29:00,Plain Papadum,2.0,0.8,6,2019-07-19,,
15869,2019-07-19 19:12:00,Plain Papadum,6.0,0.8,12,2019-07-19,,
15867,2019-07-19 19:06:00,Plain Papadum,4.0,0.8,10,2019-07-19,,
15861,2019-07-19 18:10:00,Plain Papadum,3.0,0.8,11,2019-07-19,,
15859,2019-07-19 18:05:00,Plain Papadum,4.0,0.8,5,2019-07-19,,
15852,2019-07-19 17:14:00,Plain Papadum,6.0,0.8,9,2019-07-19,,
15845,2019-07-18 19:57:00,Plain Papadum,4.0,0.8,14,2019-07-18,,
15838,2019-07-18 18:26:00,Plain Papadum,8.0,0.8,9,2019-07-18,,
15829,2019-07-17 17:36:00,Plain Papadum,2.0,0.8,7,2019-07-17,,
15827,2019-07-16 20:50:00,Plain Papadum,2.0,0.8,8,2019-07-16,,
15826,2019-07-16 20:25:00,Plain Papadum,3.0,0.8,7,2019-07-16,,
15825,2019-07-16 20:22:00,Spicy Papadum,2.0,0.8,4,2019-07-16,,
15815,2019-07-16 17:38:00,Plain Papadum,2.0,0.8,5,2019-07-16,,
15814,2019-07-16 17:35:00,Plain Papadum,2.0,0.8,6,2019-07-16,,
15810,2019-07-15 21:44:00,Plain Papadum,1.0,0.8,4,2019-07-15,,
15807,2019-07-15 20:35:00,Plain Papadum,4.0,0.8,5,2019-07-15,,
15804,2019-07-15 18:51:00,Plain Papadum,2.0,0.8,8,2019-07-15,,
15797,2019-07-14 20:29:00,Plain Papadum,1.0,0.8,6,2019-07-14,,
15796,2019-07-14 20:23:00,Plain Papadum,2.0,0.8,5,2019-07-14,,
15795,2019-07-14 20:19:00,Plain Papadum,2.0,0.8,3,2019-07-14,,
15788,2019-07-14 18:07:00,Plain Papadum,1.0,0.8,6,2019-07-14,,
15787,2019-07-14 17:47:00,Plain Papadum,2.0,0.8,9,2019-07-14,,
15785,2019-07-14 16:41:00,Plain Papadum,1.0,0.8,7,2019-07-14,,
15784,2019-07-14 16:27:00,Plain Papadum,1.0,0.8,8,2019-07-14,,
15777,2019-07-13 20:05:00,Plain Papadum,2.0,0.8,4,2019-07-13,,
15776,2019-07-13 19:31:00,Plain Papadum,4.0,0.8,5,2019-07-13,,
15774,2019-07-13 19:07:00,Plain Papadum,2.0,0.8,10,2019-07-13,,
15771,2019-07-13 18:53:00,Plain Papadum,6.0,0.8,16,2019-07-13,,
15770,2019-07-13 18:52:00,Plain Papadum,2.0,0.8,5,2019-07-13,,
15768,2019-07-13 18:42:00,Plain Papadum,2.0,0.8,8,2019-07-13,,
15763,2019-07-13 17:45:00,Plain Papadum,2.0,0.8,6,2019-07-13,,
15760,2019-07-13 17:17:00,Plain Papadum,1.0,0.8,5,2019-07-13,,
15754,2019-07-12 19:54:00,Plain Papadum,2.0,0.8,7,2019-07-12,,
15748,2019-07-12 19:18:00,Plain Papadum,4.0,0.8,8,2019-07-12,,
15736,2019-07-11 19:37:00,Plain Papadum,4.0,0.8,4,2019-07-11,,
15735,2019-07-11 19:33:00,Plain Papadum,6.0,0.8,18,2019-07-11,,
15731,2019-07-11 18:43:00,Plain Papadum,2.0,0.8,8,2019-07-11,,
15723,2019-07-10 19:24:00,Plain Papadum,4.0,0.8,8,2019-07-10,,
15720,2019-07-10 18:17:00,Spicy Papadum,2.0,0.8,6,2019-07-10,,
15720,2019-07-10 18:17:00,Plain Papadum,2.0,0.8,6,2019-07-10,,
15715,2019-07-09 19:19:00,Spicy Papadum,1.0,0.8,5,2019-07-09,,
15714,2019-07-09 19:04:00,Plain Papadum,3.0,0.8,5,2019-07-09,,
15712,2019-07-09 18:14:00,Plain Papadum,4.0,0.8,7,2019-07-09,,
15705,2019-07-08 19:57:00,Plain Papadum,2.0,0.8,6,2019-07-08,,
15701,2019-07-08 17:44:00,Plain Papadum,2.0,0.8,6,2019-07-08,,
15695,2019-07-07 19:42:00,Plain Papadum,5.0,0.8,6,2019-07-07,,
15694,2019-07-07 19:40:00,Plain Papadum,1.0,0.8,7,2019-07-07,,
15688,2019-07-07 18:04:00,Plain Papadum,4.0,0.8,6,2019-07-07,,
15679,2019-07-06 20:47:00,Plain Papadum,2.0,0.8,9,2019-07-06,,
15678,2019-07-06 20:31:00,Plain Papadum,2.0,0.8,6,2019-07-06,,
15677,2019-07-06 20:23:00,Plain Papadum,4.0,0.8,5,2019-07-06,,
15672,2019-07-06 19:30:00,Plain Papadum,1.0,0.8,6,2019-07-06,,
15671,2019-07-06 19:22:00,Plain Papadum,2.0,0.8,5,2019-07-06,,
15670,2019-07-06 19:18:00,Plain Papadum,2.0,0.8,13,2019-07-06,,
15665,2019-07-06 18:39:00,Plain Papadum,1.0,0.8,9,2019-07-06,,
15664,2019-07-06 18:35:00,Plain Papadum,4.0,0.8,8,2019-07-06,,
15663,2019-07-06 18:32:00,Plain Papadum,2.0,0.8,7,2019-07-06,,
15658,2019-07-06 18:02:00,Plain Papadum,2.0,0.8,10,2019-07-06,,
15656,2019-07-06 17:20:00,Plain Papadum,6.0,0.8,7,2019-07-06,,
15655,2019-07-06 17:15:00,Plain Papadum,6.0,0.8,17,2019-07-06,,
15654,2019-07-06 16:59:00,Plain Papadum,2.0,0.8,9,2019-07-06,,
15650,2019-07-05 21:40:00,Spicy Papadum,3.0,0.8,5,2019-07-05,,
15645,2019-07-05 19:43:00,Plain Papadum,2.0,0.8,7,2019-07-05,,
15643,2019-07-05 19:29:00,Plain Papadum,2.0,0.8,10,2019-07-05,,
